dataset,path,signal_hit_count,examples
SUNSEG,code/Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix2.py,4,"L653:""physical_case_id"": src[""physical_case_id""], || L654:""clip_id"": src[""clip_id""], || L655:""source_split_label"": src[""source_split_label""], || L656:""frame_member"": name, || L657:""file_sha256"": sha256_bytes(blob), ### L909:""physical_case_id"": s[""physical_case_id""], || L910:""clip_id"": s[""clip_id""], || L911:""source_split_label"": s[""source_split_label""], || L912:""frame_member"": s[""frame_member""], || L913:""width"": s[""width""], ### L1229:""physical_case_id"", || L1230:""clip_id"", || L1231:""source_split_label"", || L1232:""frame_member"", || L1233:""width"", ### L1464:}, || L1465:""next_stage"": ( || L1466:""R14C_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK_PRE_GT"" || L1467:if final_locked || L1468:else ""RESOLVE_R14B4B_FIX2_REVIEW_BEFORE_ANY_INFERENCE"""
SUNSEG,code/Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3.py,4,"L641:""physical_case_id"": src[""physical_case_id""], || L642:""clip_id"": src[""clip_id""], || L643:""source_split_label"": src[""source_split_label""], || L644:""frame_member"": name, || L645:""file_sha256"": sha256_bytes(blob), ### L915:""physical_case_id"": s[""physical_case_id""], || L916:""clip_id"": s[""clip_id""], || L917:""source_split_label"": s[""source_split_label""], || L918:""frame_member"": s[""frame_member""], || L919:""width"": s[""width""], ### L1237:""physical_case_id"", || L1238:""clip_id"", || L1239:""source_split_label"", || L1240:""frame_member"", || L1241:""width"", ### L1472:}, || L1473:""next_stage"": ( || L1474:""R14C_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK_PRE_GT"" || L1475:if final_locked || L1476:else ""RESOLVE_R14B4B_FIX3_REVIEW_BEFORE_ANY_INFERENCE"""
SUNSEG,code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix1.py,30,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L68: || L69:R05D3_CANDIDATES = ( || L70:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L71:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L72:) ### L69:R05D3_CANDIDATES = ( || L70:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L71:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L72:) || L73: ### L81:""DeepLabV3-R50"": { || L82:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L83:""checkpoint_name"": ""best_source_val_dice.pt"", || L84:""path_tokens"": (""deeplab"",), || L85:}, ### L86:""PraNet"": { || L87:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L88:""checkpoint_name"": ""best_source_val_dice.pt"", || L89:""path_tokens"": (""pranet"",), || L90:},"
SUNSEG,code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix2.py,30,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L68: || L69:R05D3_CANDIDATES = ( || L70:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L71:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L72:) ### L69:R05D3_CANDIDATES = ( || L70:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L71:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L72:) || L73: ### L80:""DeepLabV3-R50"": { || L81:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L82:""checkpoint_name"": ""best_source_val_dice.pt"", || L83:""path_tokens"": (""deeplab"",), || L84:}, ### L85:""PraNet"": { || L86:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L87:""checkpoint_name"": ""best_source_val_dice.pt"", || L88:""path_tokens"": (""pranet"",), || L89:},"
SUNSEG,code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix3.py,40,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L72: || L73:R05D3_CANDIDATES = ( || L74:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L75:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L76:) ### L73:R05D3_CANDIDATES = ( || L74:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L75:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L76:) || L77: ### L84:""DeepLabV3-R50"": { || L85:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L86:""checkpoint_name"": ""best_source_val_dice.pt"", || L87:""path_tokens"": (""deeplab"",), || L88:}, ### L89:""PraNet"": { || L90:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L91:""checkpoint_name"": ""best_source_val_dice.pt"", || L92:""path_tokens"": (""pranet"",), || L93:},"
SUNSEG,code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix4.py,40,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L73: || L74:R05D3_CANDIDATES = ( || L75:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L76:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L77:) ### L74:R05D3_CANDIDATES = ( || L75:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"", || L76:""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1.py"", || L77:) || L78: ### L85:""DeepLabV3-R50"": { || L86:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L87:""checkpoint_name"": ""best_source_val_dice.pt"", || L88:""path_tokens"": (""deeplab"",), || L89:}, ### L90:""PraNet"": { || L91:""seeds"": (""20260817"", ""20260818"", ""20260819""), || L92:""checkpoint_name"": ""best_source_val_dice.pt"", || L93:""path_tokens"": (""pranet"",), || L94:},"
SUNSEG,code/Q1_R14C1A_sunseg_prediction_lineage_canonicalization_fix1.py,66,"L17:- 9 model states || L18:- 8,820 model-frame rows || L19:- SOURCE/TENT1/PL predictions locked before GT reveal || L20:- no GT/Dice/HARM/safety-score access || L21: ### L64:OUT = ROOT / ""outputs"" || L65: || L66:SOURCE_DIR = ( || L67:OUT || L68:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2_v1"" ### L66:SOURCE_DIR = ( || L67:OUT || L68:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2_v1"" || L69:) || L70:DEST_DIR = ( ### L70:DEST_DIR = ( || L71:OUT || L72:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L73:) || L74: ### L73:) || L74: || L75:SOURCE_TOP_LOCK = ( || L76:SOURCE_DIR || L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" ### L74: || L75:SOURCE_TOP_LOCK = ( || L76:SOURCE_DIR || L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L78:) ### L75:SOURCE_TOP_LOCK = ( || L76:SOURCE_DIR || L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L78:) || L79:SOURCE_GLOBAL_CSV = ( ### L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L78:) || L79:SOURCE_GLOBAL_CSV = ( || L80:SOURCE_DIR || L81:/ ""R14C1_SUNSEG_MODEL_FRAME_PREDICTION_MANIFEST.csv"""
SUNSEG,code/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix1.py,100,"L3: || L4:"""""" || L5:Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix1.py || L6: || L7:Prospective SUN-SEG confirmatory prediction lock BEFORE any GT reveal. ### L10:- 980 RGB frames || L11:- 49 physical caseNN clusters || L12:- 9 frozen source-only model states || L13:- 8,820 model-frame rows || L14: ### L14: || L15:Actions: || L16:- SOURCE || L17:- A1_TENT_1STEP || L18:- A4_PL_CONF90_1STEP ### L19: || L20:Implementation lineage: || L21:- SOURCE + TENT1 execution reuses the authoritative historical R05D3 functions. || L22:- PL execution reuses the authoritative historical R13B Fix2 functions. || L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the ### L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the || L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: ### L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: || L28:Strict pre-GT boundary: ### L96: || L97:R05D3_SCRIPT = ( || L98:CODE / ""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"" || L99:) || L100:R13B_SCRIPT = ( ### L105:) || L106:R03_SCRIPT = ( || L107:CODE / ""Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py"" || L108:) || L109:"
SUNSEG,code/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2.py,101,"L3: || L4:"""""" || L5:Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2.py || L6: || L7:Prospective SUN-SEG confirmatory prediction lock BEFORE any GT reveal. ### L10:- 980 RGB frames || L11:- 49 physical caseNN clusters || L12:- 9 frozen source-only model states || L13:- 8,820 model-frame rows || L14: ### L14: || L15:Actions: || L16:- SOURCE || L17:- A1_TENT_1STEP || L18:- A4_PL_CONF90_1STEP ### L19: || L20:Implementation lineage: || L21:- SOURCE + TENT1 execution reuses the authoritative historical R05D3 functions. || L22:- PL execution reuses the authoritative historical R13B Fix2 functions. || L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the ### L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the || L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: ### L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: || L28:Strict pre-GT boundary: ### L96: || L97:R05D3_SCRIPT = ( || L98:CODE / ""Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py"" || L99:) || L100:R13B_SCRIPT = ( ### L105:) || L106:R03_SCRIPT = ( || L107:CODE / ""Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py"" || L108:) || L109:"
SUNSEG,code/Q1_R14C2A_frozen_safety_estimator_lineage_schema_preflight_fix1.py,27,"L7:Purpose || L8:------- || L9:Pre-GT lineage/schema preflight before applying the frozen R10L0 source-safety || L10:estimator to the canonical SUN-SEG R14C1 predictions. || L11: ### L17:3) exact frozen threshold is 0.300584763193734; || L18:4) serialized estimator schemas can be loaded and inspected; || L19:5) historical code implementing the CondDINO image+source-mask representation || L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; ### L18:4) serialized estimator schemas can be loaded and inspected; || L19:5) historical code implementing the CondDINO image+source-mask representation || L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; || L22:6) candidate historical code containing the DINOv2 base / source-mask / ### L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; || L22:6) candidate historical code containing the DINOv2 base / source-mask / || L23:foreground-background pooling / PCA-input dtype lock is printed for the || L24:next scoring stage. ### L26:Forbidden: || L27:- SUN RGB decoding || L28:- SUN SOURCE-mask decoding || L29:- DINO inference || L30:- target feature extraction ### L54:R14C1_DIR = ( || L55:OUT || L56:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L57:) || L58:R14C1_LOCK = ( ### L58:R14C1_LOCK = ( || L59:R14C1_DIR || L60:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L61:) || L62:R14C1_GLOBAL = ( ### L67:R10L0_DIR = ( || L68:OUT || L69:/ ""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1"" || L70:) || L71:PCA_PATH = R10L0_DIR / ""R10L0_final_condDINO_PCA64.joblib"""
SUNSEG,code/Q1_R14C2A_frozen_safety_estimator_lineage_schema_preflight_fix2.py,27,"L7:Purpose || L8:------- || L9:Pre-GT lineage/schema preflight before applying the frozen R10L0 source-safety || L10:estimator to the canonical SUN-SEG R14C1 predictions. || L11: ### L17:3) exact frozen threshold is 0.300584763193734; || L18:4) serialized estimator schemas can be loaded and inspected; || L19:5) historical code implementing the CondDINO image+source-mask representation || L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; ### L18:4) serialized estimator schemas can be loaded and inspected; || L19:5) historical code implementing the CondDINO image+source-mask representation || L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; || L22:6) candidate historical code containing the DINOv2 base / source-mask / ### L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; || L22:6) candidate historical code containing the DINOv2 base / source-mask / || L23:foreground-background pooling / PCA-input dtype lock is printed for the || L24:next scoring stage. ### L26:Forbidden: || L27:- SUN RGB decoding || L28:- SUN SOURCE-mask decoding || L29:- DINO inference || L30:- target feature extraction ### L54:R14C1_DIR = ( || L55:OUT || L56:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L57:) || L58:R14C1_LOCK = ( ### L58:R14C1_LOCK = ( || L59:R14C1_DIR || L60:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L61:) || L62:R14C1_GLOBAL = ( ### L67:R10L0_DIR = ( || L68:OUT || L69:/ ""Q1_R10L0_final_source_safety_estimator_lock_fix3_v1"" || L70:) || L71:PCA_PATH = R10L0_DIR / ""R10L0_final_condDINO_PCA64.joblib"""
SUNSEG,code/Q1_R14C2B_sunseg_frozen_safety_score_lock_preGT_fix1.py,61,"L16:Per SUN model-frame row: || L17:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L18:2) read PRE-ADAPTATION SOURCE mask only; || L19:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L20:4) foreground-weighted patch mean 768-D; ### L17:1) RGB -> frozen facebook/dinov2-base, direct bicubic 224x224; || L18:2) read PRE-ADAPTATION SOURCE mask only; || L19:3) SOURCE 352x352 -> exact 22x22 block occupancy -> 16x16; || L20:4) foreground-weighted patch mean 768-D; || L21:5) background-weighted patch mean 768-D; ### L73:R14C1_DIR = ( || L74:OUT || L75:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L76:) || L77:R14C1_LOCK = ( ### L77:R14C1_LOCK = ( || L78:R14C1_DIR || L79:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L80:) || L81:R14C1_GLOBAL = ( ### L91:) || L92:EXPECTED_R14C1_DECISION = ( || L93:""SUNSEG_SOURCE_TENT1_PL_PREDICTIONS_LOCKED_BEFORE_GT_REVEAL"" || L94:) || L95:EXPECTED_R14C1_CANONICAL_DECISION = ( ### L94:) || L95:EXPECTED_R14C1_CANONICAL_DECISION = ( || L96:""SUNSEG_SOURCE_TENT1_PL_PREDICTIONS_CANONICALIZED_BEFORE_GT_REVEAL"" || L97:) || L98:EXPECTED_FINAL_MANIFEST_SHA = ( ### L129:R10J1_SCRIPT = ( || L130:CODE || L131:/ ""Q1_R10J1_source_mask_morphology_feature_builder_fix1.py"" || L132:) || L133: ### L140: || L141:# Completed prior external deployment lock is used to cryptographically || L142:# recover the authoritative R10J1 source-code SHA used by R10L3B. || L143:POLYPGEN_R10L3B_LOCK = ( || L144:OUT"
SUNSEG,code/Q1_R14C3A_sunseg_gt_reveal_outcome_lineage_preflight_fix1.py,6,"L13: || L14:1) R14C2B frozen safety-score lock is PASS and SHA-locked; || L15:2) R14C1 canonical SOURCE/TENT1/PL prediction lock is unchanged; || L16:3) the frozen 980-frame / 49-case SUN confirmatory manifest is unchanged; || L17:4) the confirmatory manifest contains exactly one GT member per selected RGB; ### L20:- NeoPolyp PL GT reveal (R13C); || L21:- PolypGen independent external GT reveal/evaluation (R10L3C, if present); || L22:6) source code blocks/constants defining Dice, DeltaDice, HARM/NEUTRAL/BENEFIT || L23:and no-retuning semantics are printed and frozen by SHA. || L24: ### L75:R14C1_DIR = ( || L76:OUT || L77:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L78:) || L79:R14C1_LOCK = ( ### L79:R14C1_LOCK = ( || L80:R14C1_DIR || L81:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L82:) || L83:EXPECTED_R14C1_LOCK_SHA = ( ### L200:""outcome"", || L201:""threshold"", || L202:""source"", || L203:""a1"", || L204:""pl_"", ### L247:def semantic_constants(text: str): || L248:"""""" || L249:Print source lines likely to freeze exact class/threshold semantics. || L250:"""""" || L251:keys = ("
SUNSEG,code/Q1_R14C3B_sunseg_gt_reveal_dual_action_frozen_score_evaluation_fix1.py,44,"L6: || L7:FIRST SUN-SEG GT pixel reveal after: || L8:- R14C1 SOURCE/TENT1/PL prediction lock; || L9:- R14C2B frozen pre-GT safety-score lock; || L10:- R14C3A outcome-semantics lineage preflight. ### L12:Primary scientific question || L13:--------------------------- || L14:Does the already-frozen SOURCE-conditioned safety score rank actual adaptation || L15:harm under BOTH: || L16:A1_TENT_1STEP ### L19: || L20:Frozen outcome rule (historical R05D4/R13C/R10L3C): || L21:delta_dice = adapted_dice - source_dice || L22:HARM     if delta_dice <= -0.02 || L23:BENEFIT  if delta_dice >= +0.02 ### L82:R14C1_DIR = ( || L83:OUT || L84:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L85:) || L86:R14C1_LOCK = ( ### L86:R14C1_LOCK = ( || L87:R14C1_DIR || L88:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L89:) || L90:R14C1_GLOBAL = ( ### L440:raise RuntimeError(""R05D4 zero-one Dice changed."") || L441: || L442:print(""delta = adapted_dice - source_dice"") || L443:print(""HARM: delta <= -0.02"") || L444:print(""BENEFIT: delta >= +0.02"") ### L459:""cluster_id"", || L460:""clip_id"", || L461:""source_split_label"", || L462:""frame_member"", || L463:""gt_member"", ### L609:""cluster_id"", || L610:""clip_id"", || L611:""source_split_label"", || L612:""model_family"", || L613:""model_state_id"","
SUNSEG,code/Q1_R14C3C_sunseg_confirmatory_result_audit_and_claim_freeze_fix1.py,3,"L138:""model_inference_run_in_r14c3b"", || L139:""tta_run_in_r14c3b"", || L140:""source_predictions_modified"", || L141:""tent1_predictions_modified"", || L142:""pl_predictions_modified"", ### L496:paper_claim = ( || L497:""On an untouched SUN-SEG cohort, the frozen pre-adaptation "" || L498:""SOURCE-conditioned safety score retained statistically supported "" || L499:""harm-ranking signal for both TENT1 and PL_CONF90 despite severe "" || L500:""adaptation-action outcome shift. However, the frozen high-recall "" ### L548:""status"": ""PASS"", || L549:""decision"": DECISION, || L550:""source_result"": { || L551:""r14c3b_lock_path"": str(R14C3B_LOCK), || L552:""r14c3b_lock_sha256"": EXPECTED_R14C3B_LOCK_SHA,"
PolypGen,code/Q1_R16A_source_quality_control_polypgen_v1.py,37,"L2:# -*- coding: utf-8 -*- || L3:"""""" || L4:Q1_R16A_source_quality_control_polypgen_v1.py || L5: || L6:SafeTTA R16-A reviewer-defense experiment: ### L6:SafeTTA R16-A reviewer-defense experiment: || L7:Does the frozen SafeTTA risk score contain information about future adaptation || L8:harm beyond current SOURCE segmentation quality? || L9: || L10:This is a POST-REVEAL explanatory audit only. SOURCE Dice is allowed here only ### L8:harm beyond current SOURCE segmentation quality? || L9: || L10:This is a POST-REVEAL explanatory audit only. SOURCE Dice is allowed here only || L11:as an explanatory covariate and is NEVER fed into the deployed SafeTTA model. || L12: ### L12: || L13:Frozen preregistration: || L14:Q1_R16_preregister_learned_reliability_and_source_quality_v1.md || L15: || L16:Default inputs: ### L18: || L19:Default output: || L20:F:\\MEDSEG_SAFETTA\\outputs\\Q1_R16A_source_quality_control_polypgen_v1\\ || L21: || L22:Safety: ### L24:- does not refit/recalibrate SafeTTA; || L25:- does not change any external threshold; || L26:- does not use SOURCE Dice for deployment; || L27:- requires a PolypGen row table matching the frozen evaluation panel. || L28: ### L28: || L29:Main explanatory comparison: || L30:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L31:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) + architecture_family || L32: ### L29:Main explanatory comparison: || L30:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L31:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) + architecture_family || L32: || L33:Statistics:"
PolypGen,code/Q1_R16A_source_quality_control_polypgen_v1_fix1.py,40,"L2:# -*- coding: utf-8 -*- || L3:"""""" || L4:Q1_R16A_source_quality_control_polypgen_v1_fix1.py || L5: || L6:Fix1 for SafeTTA R16-A. ### L18:- The physical-ID column is selected only if it yields exactly 1,532 unique || L19:physical images. || L20:- SOURCE Dice, SafeTTA risk, HARM/DeltaDice, and family columns are resolved || L21:only from audit-declared candidate roles / conservative aliases. || L22:- Numeric/range checks are applied before a column is accepted. ### L25: || L26:Scientific protocol is unchanged: || L27:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L28:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) + architecture_family || L29: ### L26:Scientific protocol is unchanged: || L27:M_quality      : HARM ~ z(SOURCE_Dice) + architecture_family || L28:M_quality+risk : HARM ~ z(SOURCE_Dice) + z(SafeTTA_risk) + architecture_family || L29: || L30:This is a POST-REVEAL explanatory audit only. ### L29: || L30:This is a POST-REVEAL explanatory audit only. || L31:SOURCE Dice is never used as a deployable SafeTTA input. || L32:"""""" || L33: ### L54: || L55: || L56:VERSION = ""2026-09-08-Q1-R16A-SOURCE-QUALITY-CONTROL-POLYPGEN-v1-fix1"" || L57: || L58:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"") ### L58:DEFAULT_ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L59:DEFAULT_AUDIT = DEFAULT_ROOT / r""outputs\Q1_R16A_reviewer_defense_input_audit_v1\CANDIDATE_TABLES.csv"" || L60:DEFAULT_OUT = DEFAULT_ROOT / r""outputs\Q1_R16A_source_quality_control_polypgen_v1_fix1"" || L61: || L62:EXPECTED_ROWS = 13788 ### L77:""model_name"", ""model"", ""state_family"", ""model_state"", ""state"", || L78:], || L79:""source_dice"": [ || L80:""source_dice"", ""src_dice"", ""dice_source"", ""dice_src"", || L81:""baseline_dice"", ""pre_dice"", ""dice_before"", ""source_slice_dice"","
