path,datasets,signal_hit_count,examples
code/Q1_R14B2_sunseg_deep_schema_pairing_identity_audit_fix2.py,SUNSEG,17,"L6: || L7:Supersedes R14B2 fix1 pairing counts because the official TAR contains macOS || L8:AppleDouble/resource-fork members such as ""._case..."" that were incorrectly || L9:counted as image/GT members by the first audit. || L10: ### L43:RAW = DATA / ""SUN-SEG-FinalData-v20251212.tar.gz"" || L44:ANN = DATA / ""SUN-SEG-Annotation-v2.zip"" || L45:OUT = ROOT / ""outputs"" / ""Q1_R14B2_sunseg_deep_schema_pairing_identity_audit_fix2_v1"" || L46: || L47:RAW_SHA = ""d9a00fada04782937a144e9d1bc3c2a3b7f8e321e37ba1cf83bebdd490563016"" ### L327:ap.add_argument(""--raw-tar"", type=Path, default=RAW) || L328:ap.add_argument(""--annotation-zip"", type=Path, default=ANN) || L329:ap.add_argument(""--output-dir"", type=Path, default=OUT) || L330:args = ap.parse_args() || L331: ### L356:paired = pair_raw(raw_rows) || L357: || L358:if args.output_dir.exists(): || L359:raise FileExistsError(args.output_dir) || L360:args.output_dir.mkdir(parents=True, exist_ok=False) ### L357: || L358:if args.output_dir.exists(): || L359:raise FileExistsError(args.output_dir) || L360:args.output_dir.mkdir(parents=True, exist_ok=False) || L361: ### L358:if args.output_dir.exists(): || L359:raise FileExistsError(args.output_dir) || L360:args.output_dir.mkdir(parents=True, exist_ok=False) || L361: || L362:frame_count = len(paired[""frame_keys""]) ### L468:""frame_index"", ""frame_member"", ""gt_member"", ""frame_size"", ""gt_size"" || L469:] || L470:pair_csv = args.output_dir / ""R14B2_fix2_real_frame_gt_pairs.csv"" || L471:write_csv(pair_csv, paired[""rows""], pair_fields) || L472: ### L480:""physical_case_ids"": ""|"".join(sorted(split_cases[s])), || L481:}) || L482:split_csv = args.output_dir / ""R14B2_fix2_split_case_clip_summary.csv"" || L483:write_csv( || L484:split_csv,"
code/Q1_R14B3_sunseg_unseen_case_balanced_candidate_lock_fix1.py,SUNSEG,12,"L21:- extract archives; || L22:- decode RGB or GT pixels; || L23:- run SOURCE/TTA inference; || L24:- read safety scores or outcomes; || L25:- claim contamination-free independence. ### L41: || L42:R14B2_DIR = ( || L43:ROOT / ""outputs"" || L44:/ ""Q1_R14B2_sunseg_deep_schema_pairing_identity_audit_fix2_v1"" || L45:) ### L49: || L50:DEFAULT_OUT = ( || L51:ROOT / ""outputs"" || L52:/ ""Q1_R14B3_sunseg_unseen_case_balanced_candidate_lock_fix1_v1"" || L53:) ### L113:ap.add_argument(""--pairs"", type=Path, default=DEFAULT_PAIRS) || L114:ap.add_argument(""--r14b2-lock"", type=Path, default=DEFAULT_LOCK) || L115:ap.add_argument(""--output-dir"", type=Path, default=DEFAULT_OUT) || L116:args = ap.parse_args() || L117: ### L256:out[""sampling_rank_within_case""] = rank || L257:out[""sampling_hash""] = h || L258:out[""source_split_label""] = split_label(r) || L259:out[""precontamination_status""] = ""SELECTED_PENDING_CONTAMINATION"" || L260:selected.append(out) ### L285:raise RuntimeError(f""Sampling ranks invalid for {case_id}."") || L286: || L287:selected_split_counts = Counter(r[""source_split_label""] for r in selected) || L288:selected_clip_count = len({(r[""cluster_id""], r[""clip_id""]) for r in selected}) || L289: ### L296:print(""all cases exactly 20 frames: YES"") || L297: || L298:if args.output_dir.exists(): || L299:raise FileExistsError(args.output_dir) || L300:args.output_dir.mkdir(parents=True, exist_ok=False) ### L297: || L298:if args.output_dir.exists(): || L299:raise FileExistsError(args.output_dir) || L300:args.output_dir.mkdir(parents=True, exist_ok=False) || L301:"
code/Q1_R14B4B1_neopolyp_pixel_hash_recipe_audit_fix1.py,NeoPolyp|SUNSEG,9,"L46: || L47:DEFAULT_MANIFEST = ( || L48:ROOT / ""outputs"" || L49:/ ""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2"" || L50:/ ""frozen_confirmatory_manifest.csv"" ### L52: || L53:DEFAULT_OUT = ( || L54:ROOT / ""outputs"" || L55:/ ""Q1_R14B4B1_neopolyp_pixel_hash_recipe_audit_fix1_v1"" || L56:) ### L193:ap = argparse.ArgumentParser() || L194:ap.add_argument(""--manifest"", type=Path, default=DEFAULT_MANIFEST) || L195:ap.add_argument(""--output-dir"", type=Path, default=DEFAULT_OUT) || L196:args = ap.parse_args() || L197: ### L295:print(""1000/1000 reproducing recipes:"", full) || L296: || L297:if args.output_dir.exists(): || L298:raise FileExistsError(args.output_dir) || L299:args.output_dir.mkdir(parents=True, exist_ok=False) ### L296: || L297:if args.output_dir.exists(): || L298:raise FileExistsError(args.output_dir) || L299:args.output_dir.mkdir(parents=True, exist_ok=False) || L300: ### L297:if args.output_dir.exists(): || L298:raise FileExistsError(args.output_dir) || L299:args.output_dir.mkdir(parents=True, exist_ok=False) || L300: || L301:summary_rows = [ ### L309:] || L310:summary_path = ( || L311:args.output_dir || L312:/ ""R14B4B1_NEOPOLYP_PIXEL_HASH_RECIPE_COUNTS.csv"" || L313:) ### L319: || L320:per_path = ( || L321:args.output_dir || L322:/ ""R14B4B1_NEOPOLYP_PIXEL_HASH_PER_IMAGE_AUDIT.csv"" || L323:)"
code/Q1_R14B4B2_neopolyp_historical_hash_code_lineage_audit_fix1.py,NeoPolyp|SUNSEG,14,"L8:`image_rgb_pixel_sha256` in the authoritative R05D1 pipeline. || L9: || L10:This stage reads source/lock text only. || L11: || L12:NO image pixels. ### L30:DEFAULT_CODE_ROOT = ROOT / ""code"" || L31:DEFAULT_R05D1_OUT = ( || L32:ROOT / ""outputs"" || L33:/ ""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2"" || L34:) ### L34:) || L35:DEFAULT_OUT = ( || L36:ROOT / ""outputs"" || L37:/ ""Q1_R14B4B2_neopolyp_historical_hash_code_lineage_audit_fix1_v1"" || L38:) ### L268:ap = argparse.ArgumentParser() || L269:ap.add_argument(""--code-root"", type=Path, default=DEFAULT_CODE_ROOT) || L270:ap.add_argument(""--r05d1-output"", type=Path, default=DEFAULT_R05D1_OUT) || L271:ap.add_argument(""--output-dir"", type=Path, default=DEFAULT_OUT) || L272:args = ap.parse_args() ### L269:ap.add_argument(""--code-root"", type=Path, default=DEFAULT_CODE_ROOT) || L270:ap.add_argument(""--r05d1-output"", type=Path, default=DEFAULT_R05D1_OUT) || L271:ap.add_argument(""--output-dir"", type=Path, default=DEFAULT_OUT) || L272:args = ap.parse_args() || L273: ### L274:print(""===== Q1 R14B4B2 NEOPOLYP HISTORICAL HASH CODE LINEAGE AUDIT ====="") || L275:print(""CODE_ROOT="", args.code_root) || L276:print(""R05D1_OUTPUT="", args.r05d1_output) || L277:print(""IMAGE_PIXEL_ACCESS=NO"") || L278:print(""GT_PIXEL_ACCESS=NO"") ### L284: || L285:candidates = find_candidate_scripts(args.code_root) || L286:support = find_support_files(args.r05d1_output) || L287: || L288:print(""\n===== HISTORICAL SCRIPT CANDIDATES ====="") ### L379:break || L380: || L381:if args.output_dir.exists(): || L382:raise FileExistsError(args.output_dir) || L383:"
code/Q1_R14B4B3_neopolyp_exact_historical_hash_recipe_verification_fix1.py,NeoPolyp|SUNSEG,15,"L8:------- || L9:Verify the exact historical NeoPolyp pixel-hash recipe recovered from the || L10:authoritative R05D1 source code. || L11: || L12:Historical recipe recovered from R05D1: ### L50: || L51:DEFAULT_MANIFEST = ( || L52:ROOT / ""outputs"" || L53:/ ""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2"" || L54:/ ""frozen_confirmatory_manifest.csv"" ### L61: || L62:DEFAULT_OUT = ( || L63:ROOT / ""outputs"" || L64:/ ""Q1_R14B4B3_neopolyp_exact_historical_hash_recipe_verification_fix1_v1"" || L65:) ### L111: || L112: || L113:def extract_function_source(script_path: Path, function_name: str) -> str: || L114:text = script_path.read_text(encoding=""utf-8"") || L115:tree = ast.parse(text) ### L153:default=DEFAULT_HISTORICAL_SCRIPT, || L154:) || L155:ap.add_argument(""--output-dir"", type=Path, default=DEFAULT_OUT) || L156:args = ap.parse_args() || L157: ### L182:raise RuntimeError(""Historical R05D1 fix2 script SHA mismatch."") || L183: || L184:source = extract_function_source( || L185:args.historical_script, || L186:""canonical_rgb_sha256"", ### L187:) || L188: || L189:print(""\n===== HISTORICAL FUNCTION SOURCE ====="") || L190:print(source) || L191: ### L188: || L189:print(""\n===== HISTORICAL FUNCTION SOURCE ====="") || L190:print(source) || L191: || L192:missing_snippets = ["
code/Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix1.py,SUNSEG,22,"L37: || L38:No GT pixels are read. || L39:No SOURCE/TTA inference is performed. || L40:No safety scores or target outcomes are accessed. || L41:No target tuning occurs. ### L71:) || L72:R14B3_DIR = ( || L73:ROOT / ""outputs"" || L74:/ ""Q1_R14B3_sunseg_unseen_case_balanced_candidate_lock_fix1_v1"" || L75:) ### L83:S01_MANIFEST = ROOT / ""data"" / ""splits"" / ""S01_locked_protocol_manifest_v1.csv"" || L84:NEO_MANIFEST = ( || L85:ROOT / ""outputs"" || L86:/ ""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2"" || L87:/ ""frozen_confirmatory_manifest.csv"" ### L88:) || L89:POLYPGEN_MANIFEST = ( || L90:ROOT / ""outputs"" || L91:/ ""Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3_v1"" || L92:/ ""R10L1B_POLYPGEN_UNIQUE_STATIC_MANIFEST.csv"" ### L94: || L95:OUT = ( || L96:ROOT / ""outputs"" || L97:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix1_v1"" || L98:) ### L454:""physical_case_id"": src[""physical_case_id""], || L455:""clip_id"": src[""clip_id""], || L456:""source_split_label"": src[""source_split_label""], || L457:""frame_member"": member_name, || L458:""file_sha256"": sha256_bytes(blob), ### L629:""physical_case_id"": s[""physical_case_id""], || L630:""clip_id"": s[""clip_id""], || L631:""source_split_label"": s[""source_split_label""], || L632:""frame_member"": s[""frame_member""], || L633:""width"": s[""width""], ### L648:ap.add_argument(""--polypgen-manifest"", type=Path, default=POLYPGEN_MANIFEST) || L649:ap.add_argument(""--s01-root"", type=Path, default=None) || L650:ap.add_argument(""--output-dir"", type=Path, default=OUT) || L651:args = ap.parse_args() || L652:"
code/Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix2.py,SUNSEG,22,"L96: || L97:R14B3_DIR = ( || L98:ROOT / ""outputs"" || L99:/ ""Q1_R14B3_sunseg_unseen_case_balanced_candidate_lock_fix1_v1"" || L100:) ### L109: || L110:R14B4B3_LOCK = ( || L111:ROOT / ""outputs"" || L112:/ ""Q1_R14B4B3_neopolyp_exact_historical_hash_recipe_verification_fix1_v1"" || L113:/ ""R14B4B3_NEOPOLYP_HISTORICAL_HASH_RECIPE_LOCK.json"" ### L120: || L121:NEO_MANIFEST = ( || L122:ROOT / ""outputs"" || L123:/ ""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2"" || L124:/ ""frozen_confirmatory_manifest.csv"" ### L126: || L127:POLYPGEN_MANIFEST = ( || L128:ROOT / ""outputs"" || L129:/ ""Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3_v1"" || L130:/ ""R10L1B_POLYPGEN_UNIQUE_STATIC_MANIFEST.csv"" ### L132: || L133:OUT = ( || L134:ROOT / ""outputs"" || L135:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix2_v1"" || L136:) ### L653:""physical_case_id"": src[""physical_case_id""], || L654:""clip_id"": src[""clip_id""], || L655:""source_split_label"": src[""source_split_label""], || L656:""frame_member"": name, || L657:""file_sha256"": sha256_bytes(blob), ### L909:""physical_case_id"": s[""physical_case_id""], || L910:""clip_id"": s[""clip_id""], || L911:""source_split_label"": s[""source_split_label""], || L912:""frame_member"": s[""frame_member""], || L913:""width"": s[""width""], ### L951:) || L952:ap.add_argument(""--s01-root"", type=Path, default=None) || L953:ap.add_argument(""--output-dir"", type=Path, default=OUT) || L954: || L955:args = ap.parse_args()"
code/Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3.py,SUNSEG,22,"L96: || L97:R14B3_DIR = ( || L98:ROOT / ""outputs"" || L99:/ ""Q1_R14B3_sunseg_unseen_case_balanced_candidate_lock_fix1_v1"" || L100:) ### L109: || L110:R14B4B3_LOCK = ( || L111:ROOT / ""outputs"" || L112:/ ""Q1_R14B4B3_neopolyp_exact_historical_hash_recipe_verification_fix1_v1"" || L113:/ ""R14B4B3_NEOPOLYP_HISTORICAL_HASH_RECIPE_LOCK.json"" ### L120: || L121:NEO_MANIFEST = ( || L122:ROOT / ""outputs"" || L123:/ ""Q1_R05D1_neopolyp_acquisition_pairing_duplicate_qc_v1_fix2"" || L124:/ ""frozen_confirmatory_manifest.csv"" ### L126: || L127:POLYPGEN_MANIFEST = ( || L128:ROOT / ""outputs"" || L129:/ ""Q1_R10L1B_polypgen_unique_static_manifest_lock_fix3_v1"" || L130:/ ""R10L1B_POLYPGEN_UNIQUE_STATIC_MANIFEST.csv"" ### L132: || L133:OUT = ( || L134:ROOT / ""outputs"" || L135:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L136:) ### L641:""physical_case_id"": src[""physical_case_id""], || L642:""clip_id"": src[""clip_id""], || L643:""source_split_label"": src[""source_split_label""], || L644:""frame_member"": name, || L645:""file_sha256"": sha256_bytes(blob), ### L915:""physical_case_id"": s[""physical_case_id""], || L916:""clip_id"": s[""clip_id""], || L917:""source_split_label"": s[""source_split_label""], || L918:""frame_member"": s[""frame_member""], || L919:""width"": s[""width""], ### L957:) || L958:ap.add_argument(""--s01-root"", type=Path, default=None) || L959:ap.add_argument(""--output-dir"", type=Path, default=OUT) || L960: || L961:args = ap.parse_args()"
code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix1.py,SUNSEG,43,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L43:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L44:CODE = ROOT / ""code"" || L45:OUTPUTS = ROOT / ""outputs"" || L46: || L47:FINAL_MANIFEST = ( ### L46: || L47:FINAL_MANIFEST = ( || L48:OUTPUTS || L49:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L50:/ ""R14B4B_FIX3_FINAL_CONFIRMATORY_MANIFEST.csv"" ### L52: || L53:FINAL_LOCK = ( || L54:OUTPUTS || L55:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L56:/ ""R14B4B_FIX3_SUNSEG_CONTAMINATION_AUDIT_LOCK.json"""
code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix2.py,SUNSEG,43,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L43:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L44:CODE = ROOT / ""code"" || L45:OUTPUTS = ROOT / ""outputs"" || L46: || L47:FINAL_MANIFEST = ( ### L46: || L47:FINAL_MANIFEST = ( || L48:OUTPUTS || L49:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L50:/ ""R14B4B_FIX3_FINAL_CONFIRMATORY_MANIFEST.csv"" ### L52: || L53:FINAL_LOCK = ( || L54:OUTPUTS || L55:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L56:/ ""R14B4B_FIX3_SUNSEG_CONTAMINATION_AUDIT_LOCK.json"""
code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix3.py,SUNSEG,53,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L43:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L44:CODE = ROOT / ""code"" || L45:OUTPUTS = ROOT / ""outputs"" || L46: || L47:FINAL_MANIFEST = ( ### L46: || L47:FINAL_MANIFEST = ( || L48:OUTPUTS || L49:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L50:/ ""R14B4B_FIX3_FINAL_CONFIRMATORY_MANIFEST.csv"" ### L52: || L53:FINAL_LOCK = ( || L54:OUTPUTS || L55:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L56:/ ""R14B4B_FIX3_SUNSEG_CONTAMINATION_AUDIT_LOCK.json"""
code/Q1_R14C0_sunseg_preGT_prediction_runtime_lineage_preflight_fix4.py,SUNSEG,53,"L13:49-case cohort; || L14:- the final manifest SHA is unchanged from R14B3 (no exclusions); || L15:- the historical SOURCE/TENT1 prediction script is present; || L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; ### L16:- the historical PL_CONF90 prediction script is present; || L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. ### L17:- both scripts contain the expected frozen adaptation semantics; || L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: ### L18:- exactly 9 source-only checkpoints are discoverable under the known project || L19:output root using family/seed/name constraints; || L20:- checkpoint SHA256 values are printed and frozen for the next prediction stage. || L21: || L22:This stage performs NO: ### L29:- target tuning. || L30: || L31:It exists to prevent guessing model/checkpoint/runtime lineage in R14C1. || L32:"""""" || L33: ### L44:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L45:CODE = ROOT / ""code"" || L46:OUTPUTS = ROOT / ""outputs"" || L47: || L48:FINAL_MANIFEST = ( ### L47: || L48:FINAL_MANIFEST = ( || L49:OUTPUTS || L50:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L51:/ ""R14B4B_FIX3_FINAL_CONFIRMATORY_MANIFEST.csv"" ### L53: || L54:FINAL_LOCK = ( || L55:OUTPUTS || L56:/ ""Q1_R14B4B_sunseg_selected_rgb_contamination_audit_fix3_v1"" || L57:/ ""R14B4B_FIX3_SUNSEG_CONTAMINATION_AUDIT_LOCK.json"""
code/Q1_R14C1A_sunseg_prediction_lineage_canonicalization_fix1.py,SUNSEG,74,"L17:- 9 model states || L18:- 8,820 model-frame rows || L19:- SOURCE/TENT1/PL predictions locked before GT reveal || L20:- no GT/Dice/HARM/safety-score access || L21: ### L20:- no GT/Dice/HARM/safety-score access || L21: || L22:However, the successful lock path is the Fix2 output directory. Fix2 migrated || L23:the first six completed Fix1 states by copying their state CSV/lock files. || L24:Those migrated CSV rows can retain artifact-relative-path metadata originating ### L33:5. rebuilds the global 8,820-row prediction manifest; || L34:6. verifies every non-path scientific/data field is unchanged from Fix2; || L35:7. writes a clean canonical Fix3-style R14C1 output lock. || L36: || L37:Forbidden ### L62: || L63:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L64:OUT = ROOT / ""outputs"" || L65: || L66:SOURCE_DIR = ( ### L64:OUT = ROOT / ""outputs"" || L65: || L66:SOURCE_DIR = ( || L67:OUT || L68:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2_v1"" ### L66:SOURCE_DIR = ( || L67:OUT || L68:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2_v1"" || L69:) || L70:DEST_DIR = ( ### L70:DEST_DIR = ( || L71:OUT || L72:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L73:) || L74: ### L73:) || L74: || L75:SOURCE_TOP_LOCK = ( || L76:SOURCE_DIR || L77:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"""
code/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix1.py,SUNSEG,132,"L3: || L4:"""""" || L5:Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix1.py || L6: || L7:Prospective SUN-SEG confirmatory prediction lock BEFORE any GT reveal. ### L10:- 980 RGB frames || L11:- 49 physical caseNN clusters || L12:- 9 frozen source-only model states || L13:- 8,820 model-frame rows || L14: ### L14: || L15:Actions: || L16:- SOURCE || L17:- A1_TENT_1STEP || L18:- A4_PL_CONF90_1STEP ### L19: || L20:Implementation lineage: || L21:- SOURCE + TENT1 execution reuses the authoritative historical R05D3 functions. || L22:- PL execution reuses the authoritative historical R13B Fix2 functions. || L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the ### L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the || L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: ### L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: || L28:Strict pre-GT boundary: ### L36:- reads only the 980 frozen `frame_member` entries from the official SUN TAR; || L37:- uses one sequential `r|gz` pass; || L38:- writes a local RGB-only cache under this output directory; || L39:- verifies every extracted encoded-file SHA256 against the R14B4B Fix3 RGB || L40:hash table before any model inference. ### L42:Resume: || L43:- completed states are reused only after SHA/cardinality/lineage validation; || L44:- incomplete temporary files are never treated as completed state outputs. || L45:"""""" || L46:"
code/Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2.py,SUNSEG,141,"L3: || L4:"""""" || L5:Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix2.py || L6: || L7:Prospective SUN-SEG confirmatory prediction lock BEFORE any GT reveal. ### L10:- 980 RGB frames || L11:- 49 physical caseNN clusters || L12:- 9 frozen source-only model states || L13:- 8,820 model-frame rows || L14: ### L14: || L15:Actions: || L16:- SOURCE || L17:- A1_TENT_1STEP || L18:- A4_PL_CONF90_1STEP ### L19: || L20:Implementation lineage: || L21:- SOURCE + TENT1 execution reuses the authoritative historical R05D3 functions. || L22:- PL execution reuses the authoritative historical R13B Fix2 functions. || L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the ### L23:- R05D3/R13B case-count globals are changed ONLY from NeoPolyp 1000 to the || L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: ### L24:already frozen SUN cohort size 980. Action/model semantics are unchanged. || L25:- R13B receives the SUN SOURCE packed masks produced by R05D3 and enforces its || L26:own exact SOURCE parity before PL adaptation. || L27: || L28:Strict pre-GT boundary: ### L36:- reads only the 980 frozen `frame_member` entries from the official SUN TAR; || L37:- uses one sequential `r|gz` pass; || L38:- writes a local RGB-only cache under this output directory; || L39:- verifies every extracted encoded-file SHA256 against the R14B4B Fix3 RGB || L40:hash table before any model inference. ### L42:Resume: || L43:- completed states are reused only after SHA/cardinality/lineage validation; || L44:- incomplete temporary files are never treated as completed state outputs. || L45:"""""" || L46:"
code/Q1_R14C2A_frozen_safety_estimator_lineage_schema_preflight_fix1.py,SUNSEG,33,"L7:Purpose || L8:------- || L9:Pre-GT lineage/schema preflight before applying the frozen R10L0 source-safety || L10:estimator to the canonical SUN-SEG R14C1 predictions. || L11: ### L17:3) exact frozen threshold is 0.300584763193734; || L18:4) serialized estimator schemas can be loaded and inspected; || L19:5) historical code implementing the CondDINO image+source-mask representation || L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; ### L18:4) serialized estimator schemas can be loaded and inspected; || L19:5) historical code implementing the CondDINO image+source-mask representation || L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; || L22:6) candidate historical code containing the DINOv2 base / source-mask / ### L20:is located from the project source tree, rather than reconstructed from || L21:memory or guessed; || L22:6) candidate historical code containing the DINOv2 base / source-mask / || L23:foreground-background pooling / PCA-input dtype lock is printed for the || L24:next scoring stage. ### L26:Forbidden: || L27:- SUN RGB decoding || L28:- SUN SOURCE-mask decoding || L29:- DINO inference || L30:- target feature extraction ### L50:ROOT = Path(r""F:\MEDSEG_SAFETTA"") || L51:CODE = ROOT / ""code"" || L52:OUT = ROOT / ""outputs"" || L53: || L54:R14C1_DIR = ( ### L54:R14C1_DIR = ( || L55:OUT || L56:/ ""Q1_R14C1_sunseg_source_tent1_pl_prediction_lock_preGT_fix3_v1"" || L57:) || L58:R14C1_LOCK = ( ### L58:R14C1_LOCK = ( || L59:R14C1_DIR || L60:/ ""R14C1_SUNSEG_SOURCE_TENT1_PL_PREDICTION_LOCK.json"" || L61:) || L62:R14C1_GLOBAL = ("
