path,line,match,context
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1108,"seed, device, SegformerForSemanticSegmentation, config, torch","L1106: || L1107:model = load_segformer_state( || L1108:seed, device, SegformerForSemanticSegmentation, config, torch || L1109:) || L1110:("
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1113,") = configure_segformer_tent(model, nn)","L1111:params, param_names, bn_modules, bn_original_track, || L1112:dropout_modules, dropout_names, || L1113:) = configure_segformer_tent(model, nn) || L1114:source_values = snapshot_params(params) || L1115:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1123,"""INVALID_Q1_R03_SEGFORMER_TENT: parameter schema differs by seed""","L1121:if list(param_names) != parameter_names_reference: || L1122:raise RuntimeError( || L1123:""INVALID_Q1_R03_SEGFORMER_TENT: parameter schema differs by seed"" || L1124:) || L1125:if list(dropout_names) != dropout_names_reference:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1127,"""INVALID_Q1_R03_SEGFORMER_TENT: dropout schema differs by seed""","L1125:if list(dropout_names) != dropout_names_reference: || L1126:raise RuntimeError( || L1127:""INVALID_Q1_R03_SEGFORMER_TENT: dropout schema differs by seed"" || L1128:) || L1129:if len(bn_modules) != bn_count_reference:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1131,"""INVALID_Q1_R03_SEGFORMER_TENT: BN schema differs by seed""","L1129:if len(bn_modules) != bn_count_reference: || L1130:raise RuntimeError( || L1131:""INVALID_Q1_R03_SEGFORMER_TENT: BN schema differs by seed"" || L1132:) || L1133:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1137,"desc=f""Q1-R03 SegFormer A1 seed {seed}"",","L1135:pbar = tqdm( || L1136:total=EXPECTED_ROWS_PER_STATE, || L1137:desc=f""Q1-R03 SegFormer A1 seed {seed}"", || L1138:unit=""case"", || L1139:dynamic_ncols=True,"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1160,"x = segformer_tensor(perturbed, mean, std, torch).to(","L1158:native, perturbation, src[""sample_id""] || L1159:) || L1160:x = segformer_tensor(perturbed, mean, std, torch).to( || L1161:device, non_blocking=True || L1162:)"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1166,segformer_source_mode(,"L1164:# Untouched source prediction. || L1165:restore_params(params, source_values, torch) || L1166:segformer_source_mode( || L1167:model, bn_modules, bn_original_track, dropout_modules || L1168:)"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1170,"_, z_source_t = segformer_logits_and_z(model, x, F)","L1168:) || L1169:with torch.no_grad(): || L1170:_, z_source_t = segformer_logits_and_z(model, x, F) || L1171:z_source = z_source_t[0].detach().float().cpu().numpy() || L1172:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1175,"segformer_tent_mode(model, bn_modules, dropout_modules)","L1173:# Episodic A1 TENT. || L1174:restore_params(params, source_values, torch) || L1175:segformer_tent_mode(model, bn_modules, dropout_modules) || L1176:optimizer = torch.optim.Adam( || L1177:params, lr=TENT_LR, weight_decay=TENT_WEIGHT_DECAY"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1180,"logits_pre, _ = segformer_logits_and_z(model, x, F)","L1178:) || L1179:optimizer.zero_grad(set_to_none=True) || L1180:logits_pre, _ = segformer_logits_and_z(model, x, F) || L1181:loss = categorical_entropy(logits_pre, torch) || L1182:if not torch.isfinite(loss):"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1181,"loss = categorical_entropy(logits_pre, torch)","L1179:optimizer.zero_grad(set_to_none=True) || L1180:logits_pre, _ = segformer_logits_and_z(model, x, F) || L1181:loss = categorical_entropy(logits_pre, torch) || L1182:if not torch.isfinite(loss): || L1183:raise RuntimeError("
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1184,"""INVALID_Q1_R03_SEGFORMER_TENT: non-finite entropy""","L1182:if not torch.isfinite(loss): || L1183:raise RuntimeError( || L1184:""INVALID_Q1_R03_SEGFORMER_TENT: non-finite entropy"" || L1185:) || L1186:loss.backward()"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1191,"_, z_action_t = segformer_logits_and_z(model, x, F)","L1189: || L1190:with torch.no_grad(): || L1191:_, z_action_t = segformer_logits_and_z(model, x, F) || L1192:z_action = z_action_t[0].detach().float().cpu().numpy() || L1193:tent_loss = float(loss.detach().cpu())"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1195,"source_dice = dice_from_z352(z_source, gt, torch, F)","L1193:tent_loss = float(loss.detach().cpu()) || L1194: || L1195:source_dice = dice_from_z352(z_source, gt, torch, F) || L1196:action_dice = dice_from_z352(z_action, gt, torch, F) || L1197:features = extract_source_features(z_source, tent_loss)"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1196,"action_dice = dice_from_z352(z_action, gt, torch, F)","L1194: || L1195:source_dice = dice_from_z352(z_source, gt, torch, F) || L1196:action_dice = dice_from_z352(z_action, gt, torch, F) || L1197:features = extract_source_features(z_source, tent_loss) || L1198:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1200,"""SegFormer-B0"",","L1198: || L1199:row = make_common_row( || L1200:""SegFormer-B0"", || L1201:seed, || L1202:sha,"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1214,"del optimizer, logits_pre, loss, z_source_t, z_action_t","L1212:pbar.set_postfix(dDice=f""{row['delta_dice']:+.3f}"") || L1213: || L1214:del optimizer, logits_pre, loss, z_source_t, z_action_t || L1215: || L1216:pbar.close()"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1218,"validate_state_rows(state_rows, ""SegFormer-B0"", seed, sha)","L1216:pbar.close() || L1217:restore_params(params, source_values, torch) || L1218:validate_state_rows(state_rows, ""SegFormer-B0"", seed, sha) || L1219:save_state_cache(cache_dir, ""SegFormer-B0"", seed, sha, state_rows) || L1220:all_rows.extend(state_rows)"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1219,"save_state_cache(cache_dir, ""SegFormer-B0"", seed, sha, state_rows)","L1217:restore_params(params, source_values, torch) || L1218:validate_state_rows(state_rows, ""SegFormer-B0"", seed, sha) || L1219:save_state_cache(cache_dir, ""SegFormer-B0"", seed, sha, state_rows) || L1220:all_rows.extend(state_rows) || L1221:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1255,"for family in (""PraNet"", ""DeepLabV3-R50"", ""SegFormer-B0""):","L1253:out = [] || L1254:groups = [(""ALL"", rows)] || L1255:for family in (""PraNet"", ""DeepLabV3-R50"", ""SegFormer-B0""): || L1256:groups.append((family, [r for r in rows if r[""model_family""] == family])) || L1257:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1265,"""source_dice_mean"": float(src.mean()),","L1263:""group"": name, || L1264:""rows"": len(rr), || L1265:""source_dice_mean"": float(src.mean()), || L1266:""action_dice_mean"": float(act.mean()), || L1267:""delta_dice_mean"": float(d.mean()),"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1266,"""action_dice_mean"": float(act.mean()),","L1264:""rows"": len(rr), || L1265:""source_dice_mean"": float(src.mean()), || L1266:""action_dice_mean"": float(act.mean()), || L1267:""delta_dice_mean"": float(d.mean()), || L1268:""delta_dice_std"": float(d.std()),"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1267,"""delta_dice_mean"": float(d.mean()),","L1265:""source_dice_mean"": float(src.mean()), || L1266:""action_dice_mean"": float(act.mean()), || L1267:""delta_dice_mean"": float(d.mean()), || L1268:""delta_dice_std"": float(d.std()), || L1269:""delta_dice_q10"": float(np.quantile(d, 0.10)),"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1268,"""delta_dice_std"": float(d.std()),","L1266:""action_dice_mean"": float(act.mean()), || L1267:""delta_dice_mean"": float(d.mean()), || L1268:""delta_dice_std"": float(d.std()), || L1269:""delta_dice_q10"": float(np.quantile(d, 0.10)), || L1270:""delta_dice_q50"": float(np.quantile(d, 0.50)),"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1272,"""harm_fraction"": float(np.mean(d <= HARM_THRESHOLD)),","L1270:""delta_dice_q50"": float(np.quantile(d, 0.50)), || L1271:""delta_dice_q90"": float(np.quantile(d, 0.90)), || L1272:""harm_fraction"": float(np.mean(d <= HARM_THRESHOLD)), || L1273:""neutral_fraction"": float( || L1274:np.mean((d > HARM_THRESHOLD) & (d < BENEFIT_THRESHOLD))"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1274,np.mean((d > HARM_THRESHOLD) & (d < BENEFIT_THRESHOLD)),"L1272:""harm_fraction"": float(np.mean(d <= HARM_THRESHOLD)), || L1273:""neutral_fraction"": float( || L1274:np.mean((d > HARM_THRESHOLD) & (d < BENEFIT_THRESHOLD)) || L1275:), || L1276:""benefit_fraction"": float(np.mean(d >= BENEFIT_THRESHOLD)),"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1276,"""benefit_fraction"": float(np.mean(d >= BENEFIT_THRESHOLD)),","L1274:np.mean((d > HARM_THRESHOLD) & (d < BENEFIT_THRESHOLD)) || L1275:), || L1276:""benefit_fraction"": float(np.mean(d >= BENEFIT_THRESHOLD)), || L1277:}) || L1278:return out"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1296,"""SegFormer-B0"": EXPECTED_ROWS_PER_FAMILY,","L1294:""PraNet"": EXPECTED_ROWS_PER_FAMILY, || L1295:""DeepLabV3-R50"": EXPECTED_ROWS_PER_FAMILY, || L1296:""SegFormer-B0"": EXPECTED_ROWS_PER_FAMILY, || L1297:} || L1298:if dict(families) != expected_family:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1424,# model.eval() exactly matches source_and_tent_logits source branch.,"L1422:# Restore source affine values is unnecessary before the first source || L1423:# forward because no optimizer step occurs in this diagnostic. || L1424:# model.eval() exactly matches source_and_tent_logits source branch. || L1425:with torch.no_grad(): || L1426:z = training.deeplab_logits(model, x).detach()"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1426,"z = training.deeplab_logits(model, x).detach()","L1424:# model.eval() exactly matches source_and_tent_logits source branch. || L1425:with torch.no_grad(): || L1426:z = training.deeplab_logits(model, x).detach() || L1427:z_np = z[0, 0].float().cpu().numpy() || L1428:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1476,"raise RuntimeError(""CUDA required for Q1-R03 formal SegFormer utility pass."")","L1474:import torch || L1475:if not torch.cuda.is_available(): || L1476:raise RuntimeError(""CUDA required for Q1-R03 formal SegFormer utility pass."") || L1477: || L1478:("
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1479,"torch, nn, F, SegformerForSemanticSegmentation,","L1477: || L1478:( || L1479:torch, nn, F, SegformerForSemanticSegmentation, || L1480:config, mean, std, || L1481:) = build_segformer_context(torch.device(""cuda""))"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1480,"config, mean, std,","L1478:( || L1479:torch, nn, F, SegformerForSemanticSegmentation, || L1480:config, mean, std, || L1481:) = build_segformer_context(torch.device(""cuda"")) || L1482:model = load_segformer_state("
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1481,") = build_segformer_context(torch.device(""cuda""))","L1479:torch, nn, F, SegformerForSemanticSegmentation, || L1480:config, mean, std, || L1481:) = build_segformer_context(torch.device(""cuda"")) || L1482:model = load_segformer_state( || L1483:SEGFORMER_SEEDS[0],"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1482,model = load_segformer_state(,"L1480:config, mean, std, || L1481:) = build_segformer_context(torch.device(""cuda"")) || L1482:model = load_segformer_state( || L1483:SEGFORMER_SEEDS[0], || L1484:torch.device(""cuda""),"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1483,"SEGFORMER_SEEDS[0],","L1481:) = build_segformer_context(torch.device(""cuda"")) || L1482:model = load_segformer_state( || L1483:SEGFORMER_SEEDS[0], || L1484:torch.device(""cuda""), || L1485:SegformerForSemanticSegmentation,"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1485,"SegformerForSemanticSegmentation,","L1483:SEGFORMER_SEEDS[0], || L1484:torch.device(""cuda""), || L1485:SegformerForSemanticSegmentation, || L1486:config, || L1487:torch,"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1492,") = configure_segformer_tent(model, nn)","L1490:params, names, bn_modules, bn_original_track, || L1491:dropout_modules, dropout_names, || L1492:) = configure_segformer_tent(model, nn) || L1493: || L1494:dummy = torch.zeros((1, 3, IMAGE_SIZE, IMAGE_SIZE), device=""cuda"")"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1495,"segformer_source_mode(model, bn_modules, bn_original_track, dropout_modules)","L1493: || L1494:dummy = torch.zeros((1, 3, IMAGE_SIZE, IMAGE_SIZE), device=""cuda"") || L1495:segformer_source_mode(model, bn_modules, bn_original_track, dropout_modules) || L1496:with torch.no_grad(): || L1497:logits, z = segformer_logits_and_z(model, dummy, F)"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1497,"logits, z = segformer_logits_and_z(model, dummy, F)","L1495:segformer_source_mode(model, bn_modules, bn_original_track, dropout_modules) || L1496:with torch.no_grad(): || L1497:logits, z = segformer_logits_and_z(model, dummy, F) || L1498:if tuple(z.shape) != (1, IMAGE_SIZE, IMAGE_SIZE): || L1499:raise RuntimeError(""SegFormer preflight z shape failed."")"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1499,"raise RuntimeError(""SegFormer preflight z shape failed."")","L1497:logits, z = segformer_logits_and_z(model, dummy, F) || L1498:if tuple(z.shape) != (1, IMAGE_SIZE, IMAGE_SIZE): || L1499:raise RuntimeError(""SegFormer preflight z shape failed."") || L1500: || L1501:print(""===== Q1-R03 PREFLIGHT ====="")"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1507,"print(f""segformer_norm_affine_tensors={len(params)}"")","L1505:print(f""source_val={len(source_rows)}"") || L1506:print(f""expected_total_rows={EXPECTED_TOTAL_ROWS}"") || L1507:print(f""segformer_norm_affine_tensors={len(params)}"") || L1508:print(f""segformer_batchnorm_modules={len(bn_modules)}"") || L1509:print(f""segformer_dropout_modules={len(dropout_modules)}"")"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1508,"print(f""segformer_batchnorm_modules={len(bn_modules)}"")","L1506:print(f""expected_total_rows={EXPECTED_TOTAL_ROWS}"") || L1507:print(f""segformer_norm_affine_tensors={len(params)}"") || L1508:print(f""segformer_batchnorm_modules={len(bn_modules)}"") || L1509:print(f""segformer_dropout_modules={len(dropout_modules)}"") || L1510:print(f""dummy_logits_shape={tuple(logits.shape)}"")"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1509,"print(f""segformer_dropout_modules={len(dropout_modules)}"")","L1507:print(f""segformer_norm_affine_tensors={len(params)}"") || L1508:print(f""segformer_batchnorm_modules={len(bn_modules)}"") || L1509:print(f""segformer_dropout_modules={len(dropout_modules)}"") || L1510:print(f""dummy_logits_shape={tuple(logits.shape)}"") || L1511:print(f""dummy_binary_z_shape={tuple(z.shape)}"")"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1510,"print(f""dummy_logits_shape={tuple(logits.shape)}"")","L1508:print(f""segformer_batchnorm_modules={len(bn_modules)}"") || L1509:print(f""segformer_dropout_modules={len(dropout_modules)}"") || L1510:print(f""dummy_logits_shape={tuple(logits.shape)}"") || L1511:print(f""dummy_binary_z_shape={tuple(z.shape)}"") || L1512:print(""target_rows_opened=NO"")"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1516,"del model, dummy, logits, z, params, bn_modules, dropout_modules","L1514:print(""PREFLIGHT_PASS"") || L1515: || L1516:del model, dummy, logits, z, params, bn_modules, dropout_modules || L1517:torch.cuda.empty_cache() || L1518:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1588,"seg_rows, seg_audit = build_segformer_rows(","L1586:) || L1587: || L1588:seg_rows, seg_audit = build_segformer_rows( || L1589:source_rows, device, cache_dir, args.resume || L1590:)"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1591,"write_json(build_dir / ""segformer_tent_parameter_audit.json"", seg_audit)","L1589:source_rows, device, cache_dir, args.resume || L1590:) || L1591:write_json(build_dir / ""segformer_tent_parameter_audit.json"", seg_audit) || L1592:print(f""[PASS] SegFormer A1 rows={len(seg_rows)}"") || L1593:"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1592,"print(f""[PASS] SegFormer A1 rows={len(seg_rows)}"")","L1590:) || L1591:write_json(build_dir / ""segformer_tent_parameter_audit.json"", seg_audit) || L1592:print(f""[PASS] SegFormer A1 rows={len(seg_rows)}"") || L1593: || L1594:all_rows = pranet_rows + deep_rows + seg_rows"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1646,SegFormer-B0 states=3 rows={len(seg_rows)},L1644:PraNet states=3 rows={len(pranet_rows)} || L1645:DeepLabV3-R50 states=3 rows={len(deep_rows)} || L1646:SegFormer-B0 states=3 rows={len(seg_rows)} || L1647:total states=9 || L1648:total rows={len(all_rows)}
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1680,"""segformer_tent_parameter_audit"": build_dir / ""segformer_tent_parameter_audit.json"",","L1678:""pranet_reuse_audit"": build_dir / ""pranet_reuse_audit.json"", || L1679:""deeplab_reuse_and_b0_audit"": build_dir / ""deeplab_reuse_and_b0_audit.json"", || L1680:""segformer_tent_parameter_audit"": build_dir / ""segformer_tent_parameter_audit.json"", || L1681:""nine_state_source_utility_table"": table_path, || L1682:""architecture_distribution_summary"": dist_path,"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1747,"assert abs(feat[""source_prob_mean""] - 0.5) < 1e-12","L1745:feat = extract_source_features(z, math.log(2.0)) || L1746:assert list(feat) == SOURCE_FEATURE_NAMES || L1747:assert abs(feat[""source_prob_mean""] - 0.5) < 1e-12 || L1748:assert abs(feat[""source_confidence_mean""] - 0.5) < 1e-12 || L1749:assert abs(feat[""source_boundary_density""]) < 1e-12"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1748,"assert abs(feat[""source_confidence_mean""] - 0.5) < 1e-12","L1746:assert list(feat) == SOURCE_FEATURE_NAMES || L1747:assert abs(feat[""source_prob_mean""] - 0.5) < 1e-12 || L1748:assert abs(feat[""source_confidence_mean""] - 0.5) < 1e-12 || L1749:assert abs(feat[""source_boundary_density""]) < 1e-12 || L1750:assert abs(feat[""source_uncertain_fraction_040_060""] - 1.0) < 1e-12"
code/Q1_R03_nine_state_heterogeneous_source_utility_asset_v1_fix2.py,1800,"""Verify all frozen provenance/checkpoints and one SegFormer dummy ""","L1798:action=""store_true"", || L1799:help=( || L1800:""Verify all frozen provenance/checkpoints and one SegFormer dummy "" || L1801:""forward/TENT parameter discovery; no source image inference and no "" || L1802:""optimizer step."""
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,120,MASK_H = 352,L118:EXPECTED_MODEL_CASES = 9000 || L119: || L120:MASK_H = 352 || L121:MASK_W = 352 || L122:MASK_PIXELS = MASK_H * MASK_W
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,121,MASK_W = 352,L119: || L120:MASK_H = 352 || L121:MASK_W = 352 || L122:MASK_PIXELS = MASK_H * MASK_W || L123:PACKED_BYTES = (MASK_PIXELS + 7) // 8
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,130,"FAMILIES = (""PraNet"", ""DeepLabV3-R50"", ""SegFormer-B0"")","L128:TENT_STEPS = 1 || L129: || L130:FAMILIES = (""PraNet"", ""DeepLabV3-R50"", ""SegFormer-B0"") || L131:DECISION_READY = ""NEOPOLYP_SOURCE_A1_PREDICTIONS_LOCKED"" || L132:"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,147,"""future_gt_resize"": {","L145:""neoplastic_polyp"": 1, || L146:}, || L147:""future_gt_resize"": { || L148:""height"": MASK_H, || L149:""width"": MASK_W,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,458,"z_source, z_a1 = helper.source_and_tent_logits(","L456: || L457:# Exact S03-B SOURCE + episodic A1. || L458:z_source, z_a1 = helper.source_and_tent_logits( || L459:model, || L460:params,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,543,"z_source, z_a1, adapt_loss = helper.source_and_tent_logits(","L541:) || L542: || L543:z_source, z_a1, adapt_loss = helper.source_and_tent_logits( || L544:helper=training, || L545:model=model,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,599,"def run_segformer_state(state, targets, device, r03, seg_context=None):","L597: || L598: || L599:def run_segformer_state(state, targets, device, r03, seg_context=None): || L600:if seg_context is None: || L601:seg_context = r03.build_segformer_context(device)"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,601,seg_context = r03.build_segformer_context(device),"L599:def run_segformer_state(state, targets, device, r03, seg_context=None): || L600:if seg_context is None: || L601:seg_context = r03.build_segformer_context(device) || L602: || L603:("
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,607,"SegformerForSemanticSegmentation,","L605:nn, || L606:F, || L607:SegformerForSemanticSegmentation, || L608:config, || L609:mean,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,609,"mean,","L607:SegformerForSemanticSegmentation, || L608:config, || L609:mean, || L610:std, || L611:) = seg_context"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,610,"std,","L608:config, || L609:mean, || L610:std, || L611:) = seg_context || L612:"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,616,model = r03.load_segformer_state(,"L614:set_runtime_seed(seed) || L615: || L616:model = r03.load_segformer_state( || L617:seed, || L618:device,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,619,"SegformerForSemanticSegmentation,","L617:seed, || L618:device, || L619:SegformerForSemanticSegmentation, || L620:config, || L621:torch,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,631,") = r03.configure_segformer_tent(model, nn)","L629:dropout_modules, || L630:dropout_names, || L631:) = r03.configure_segformer_tent(model, nn) || L632: || L633:source_values = r03.snapshot_params(params)"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,642,"desc=f""D3 SegFormer seed {seed}"",","L640:enumerate(targets), || L641:total=EXPECTED_CASES, || L642:desc=f""D3 SegFormer seed {seed}"", || L643:unit=""img"", || L644:dynamic_ncols=True,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,651,"x = r03.segformer_tensor(native, mean, std, torch).to(","L649:native = im.convert(""RGB"") || L650: || L651:x = r03.segformer_tensor(native, mean, std, torch).to( || L652:device, || L653:non_blocking=True,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,658,r03.segformer_source_mode(,"L656:# Frozen SOURCE. || L657:r03.restore_params(params, source_values, torch) || L658:r03.segformer_source_mode( || L659:model, || L660:bn_modules,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,665,"_, z_source_t = r03.segformer_logits_and_z(model, x, F)","L663:) || L664:with torch.no_grad(): || L665:_, z_source_t = r03.segformer_logits_and_z(model, x, F) || L666: || L667:# Frozen one-step episodic A1."
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,669,r03.segformer_tent_mode(,"L667:# Frozen one-step episodic A1. || L668:r03.restore_params(params, source_values, torch) || L669:r03.segformer_tent_mode( || L670:model, || L671:bn_modules,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,682,"logits_pre, _ = r03.segformer_logits_and_z(model, x, F)","L680:optimizer.zero_grad(set_to_none=True) || L681: || L682:logits_pre, _ = r03.segformer_logits_and_z(model, x, F) || L683:loss = r03.categorical_entropy(logits_pre, torch) || L684:if not torch.isfinite(loss):"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,683,"loss = r03.categorical_entropy(logits_pre, torch)","L681: || L682:logits_pre, _ = r03.segformer_logits_and_z(model, x, F) || L683:loss = r03.categorical_entropy(logits_pre, torch) || L684:if not torch.isfinite(loss): || L685:raise RuntimeError(""Non-finite SegFormer A1 entropy loss."")"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,685,"raise RuntimeError(""Non-finite SegFormer A1 entropy loss."")","L683:loss = r03.categorical_entropy(logits_pre, torch) || L684:if not torch.isfinite(loss): || L685:raise RuntimeError(""Non-finite SegFormer A1 entropy loss."") || L686: || L687:loss.backward()"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,692,"_, z_a1_t = r03.segformer_logits_and_z(model, x, F)","L690: || L691:with torch.no_grad(): || L692:_, z_a1_t = r03.segformer_logits_and_z(model, x, F) || L693: || L694:z_source = z_source_t[0].detach().float().cpu().numpy()"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,721,"logits_pre,","L719:del ( || L720:optimizer, || L721:logits_pre, || L722:loss, || L723:z_source_t,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1009,"dummy_rgb = Image.new(""RGB"", (352, 352), color=(127, 127, 127))","L1007:device = torch.device(""cuda"") || L1008: || L1009:dummy_rgb = Image.new(""RGB"", (352, 352), color=(127, 127, 127)) || L1010: || L1011:# PraNet dummy SOURCE+A1."
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1019,"psrc, pa1 = ph.source_and_tent_logits(pm, pp, pv, px)","L1017:pv = ph.snapshot_params(pp) || L1018:px = ph.image_to_model_tensor(pt, dummy_rgb).to(device) || L1019:psrc, pa1 = ph.source_and_tent_logits(pm, pp, pv, px) || L1020:if psrc.shape != (MASK_H, MASK_W) or pa1.shape != (MASK_H, MASK_W): || L1021:raise RuntimeError(""PraNet dummy SOURCE/A1 shape failed."")"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1035,"dsrc, da1, dloss = dh.source_and_tent_logits(","L1033:dv = dh.snapshot_params(dp) || L1034:dx = dh.image_to_model_tensor(dt, dummy_rgb).to(device) || L1035:dsrc, da1, dloss = dh.source_and_tent_logits( || L1036:helper=dt, || L1037:model=dm,"
code/Q1_R05D3_neopolyp_source_a1_prediction_lock_v1_fix1.py,1050,# SegFormer dummy SOURCE+A1.,"L1048:del dm, dp, dv, unsafe, dropouts, dx, dsrc, da1, dloss || L1049: || L1050:# SegFormer dummy SOURCE+A1. || L1051:segctx = r03.build_segformer_context(device) || L1052:("
