sample_id,external_case_id,clip_id,source_split_label,model_state_id,state_row_index,source_dice,tent1_dice,tent1_delta_dice,tent1_adaptation_outcome,tent1_harm_label,tent1_benefit_label,pl_dice,pl_delta_dice,pl_adaptation_outcome,pl_harm_label,pl_benefit_label,frozen_safety_probability,frozen_operating_threshold,frozen_risk_flag,model_family,training_seed,checkpoint_sha256,cluster_id
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0117,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,221,0.9727145627565057,0.9630373277356941,-0.009677235020811636,NEUTRAL,0,0,0.9724018012394667,-0.00031276151703896193,NEUTRAL,0,0,0.2893120333897071,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0120,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,222,0.974685866275337,0.972809667673716,-0.0018761986016210264,NEUTRAL,0,0,0.9684479299653475,-0.006237936309989589,NEUTRAL,0,0,0.3225558091601339,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0163,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,223,0.9420643729189789,0.9057356897000549,-0.03632868321892402,HARM,1,0,0.9479051819184123,0.0058408089994334,NEUTRAL,0,0,0.2122968896625285,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0016,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,224,0.960706932052162,0.9629629629629629,0.0022560309108009546,NEUTRAL,0,0,0.9473129610115911,-0.013393971040570829,NEUTRAL,0,0,0.3060289355022393,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0140,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,225,0.9719051199671884,0.9708970281454122,-0.0010080918217761914,NEUTRAL,0,0,0.9707144573763175,-0.0011906625908709723,NEUTRAL,0,0,0.1622434435366887,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a3_ayy_image0004,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,226,0.0,0.8446092619392185,0.8446092619392185,BENEFIT,0,1,0.0,0.0,NEUTRAL,0,0,0.0261721002747917,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0074,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,227,0.9509831071725284,0.9448672730647856,-0.006115834107742857,NEUTRAL,0,0,0.9492399815753109,-0.0017431255972175652,NEUTRAL,0,0,0.3492200353153651,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0151,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,228,0.9589794472005669,0.9394426580921758,-0.019536789108391184,NEUTRAL,0,0,0.9543804790887264,-0.004598968111840573,NEUTRAL,0,0,0.172627414181241,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0145,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,229,0.9490549802688188,0.8897352647352648,-0.059319715533554085,HARM,1,0,0.9567977429024863,0.007742762633667466,NEUTRAL,0,0,0.1626438402900079,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_2/case_m_20181004093748_0u62372100445348_1_001_001-1_a8_ayy_image0005,SUNSEG_case3,case3_2,Easy-Unseen,DeepLabV3-R50__seed20260819,230,0.21730994152046784,0.9000963700610344,0.6827864285405665,BENEFIT,0,1,0.4012585212375459,0.18394857971707806,BENEFIT,0,1,0.4408003844018293,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_2/case_m_20181004093748_0u62372100445348_1_001_001-1_a8_ayy_image0051,SUNSEG_case3,case3_2,Easy-Unseen,DeepLabV3-R50__seed20260819,231,0.0,0.811870551900094,0.811870551900094,BENEFIT,0,1,0.0,0.0,NEUTRAL,0,0,0.028137534076738,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_2/case_m_20181004093748_0u62372100445348_1_001_001-1_a8_ayy_image0050,SUNSEG_case3,case3_2,Easy-Unseen,DeepLabV3-R50__seed20260819,232,0.0,0.8918774110587226,0.8918774110587226,BENEFIT,0,1,0.0,0.0,NEUTRAL,0,0,0.0301626044612262,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_2/case_m_20181004093748_0u62372100445348_1_001_001-1_a8_ayy_image0056,SUNSEG_case3,case3_2,Easy-Unseen,DeepLabV3-R50__seed20260819,233,0.0,0.8822863027806385,0.8822863027806385,BENEFIT,0,1,0.0,0.0,NEUTRAL,0,0,0.0226162631651253,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0115,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,234,0.9747846374730796,0.9676862246057356,-0.007098412867344028,NEUTRAL,0,0,0.9716985336720595,-0.003086103801020146,NEUTRAL,0,0,0.2529076786499326,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_2/case_m_20181004093748_0u62372100445348_1_001_001-1_a8_ayy_image0018,SUNSEG_case3,case3_2,Easy-Unseen,DeepLabV3-R50__seed20260819,235,0.5952115335106839,0.9685652038593215,0.37335367034863765,BENEFIT,0,1,0.7572521396652276,0.16204060615454374,BENEFIT,0,1,0.3224870805845809,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_2/case_m_20181004093748_0u62372100445348_1_001_001-1_a8_ayy_image0004,SUNSEG_case3,case3_2,Easy-Unseen,DeepLabV3-R50__seed20260819,236,0.0,0.9396162908111747,0.9396162908111747,BENEFIT,0,1,0.0,0.0,NEUTRAL,0,0,0.0259633830115077,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0169,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,237,0.676906849495682,0.9280026360590916,0.2510957865634096,BENEFIT,0,1,0.6005876314205812,-0.07631921807510078,HARM,1,0,0.2714641202093722,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0077,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,238,0.9235141686867843,0.9090622785607433,-0.014451890126040978,NEUTRAL,0,0,0.8961862566240987,-0.02732791206268559,HARM,1,0,0.3488675799773417,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testeasydataset/unseen/case3_1/case_m_20181004093748_0u62372100445348_1_001_001-1_a4_ayy_image0041,SUNSEG_case3,case3_1,Easy-Unseen,DeepLabV3-R50__seed20260819,239,0.9446297531687792,0.9542743538767395,0.00964460070796036,NEUTRAL,0,0,0.933883601448665,-0.010746151720114172,NEUTRAL,0,0,0.3164903351299734,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case3
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0029,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,240,0.9700069108500345,0.9657035959260029,-0.004303314924031687,NEUTRAL,0,0,0.9696549812941665,-0.00035192955586804686,NEUTRAL,0,0,0.3810961415219107,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0019,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,241,0.9739296818942836,0.9696584590945194,-0.004271222799764218,NEUTRAL,0,0,0.9761885673053796,0.002258885411095979,NEUTRAL,0,0,0.5087218516494053,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0108,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,242,0.9555555555555556,0.45880298460073027,-0.49675257095482533,HARM,1,0,0.9567315980003448,0.0011760424447891937,NEUTRAL,0,0,0.6374276290688307,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0038,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,243,0.932527990571597,0.9562284515065208,0.02370046093492384,BENEFIT,0,1,0.9417047070268653,0.009176716455268297,NEUTRAL,0,0,0.456116839901844,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0039,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,244,0.94649202964768,0.9438021514024328,-0.002689878245247135,NEUTRAL,0,0,0.9524102564102565,0.005918226762576473,NEUTRAL,0,0,0.4883244795351834,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0041,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,245,0.9544830499524765,0.9422857734949747,-0.012197276457501793,NEUTRAL,0,0,0.9605979711692472,0.006114921216770708,NEUTRAL,0,0,0.5084960629939816,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0003,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,246,0.2712515273171583,0.9584189413951668,0.6871674140780085,BENEFIT,0,1,0.22826475849731664,-0.04298676881984165,HARM,1,0,0.5492552206875767,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0001,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,247,0.0,0.5041041041041041,0.5041041041041041,BENEFIT,0,1,0.0,0.0,NEUTRAL,0,0,0.3444256735861282,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a1_ayy_image0007,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,248,0.8178913738019169,0.8548670176859727,0.03697564388405583,BENEFIT,0,1,0.8615518998398602,0.04366052603794335,BENEFIT,0,1,0.5544646261100085,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0050,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,249,0.9042940038684719,0.9657331136738057,0.061439109805333736,BENEFIT,0,1,0.8889564490385347,-0.015337554829937261,NEUTRAL,0,0,0.5203915393560962,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0006,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,250,0.8397652900022569,0.9471361412261345,0.10737085122387768,BENEFIT,0,1,0.7736753776072884,-0.06608991239496842,HARM,1,0,0.482604823770756,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0043,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,251,0.9447355883754168,0.9398425196850394,-0.004893068690377422,NEUTRAL,0,0,0.9405807421473218,-0.004154846228095033,NEUTRAL,0,0,0.5635412269511932,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0032,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,252,0.9681205622373569,0.9576840600428878,-0.010436502194469122,NEUTRAL,0,0,0.9706529713866471,0.0025324091492902046,NEUTRAL,0,0,0.4366792925395627,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0075,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,253,0.9407125373946151,0.9023740002539038,-0.03833853714071134,HARM,1,0,0.9586388158804814,0.017926278485866254,NEUTRAL,0,0,0.7473120060770636,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0125,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,254,0.2960538279687216,0.8623175013860654,0.5662636734173438,BENEFIT,0,1,0.9257861635220126,0.629732335553291,BENEFIT,0,1,0.6629828711542944,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0004,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,255,0.19265007989043598,0.5861620255047031,0.3935119456142671,BENEFIT,0,1,0.7917602996254681,0.5991102197350322,BENEFIT,0,1,0.6358844010207801,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0071,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,256,0.9565337380985235,0.9087179487179488,-0.047815789380574736,HARM,1,0,0.9635481635481635,0.007014425449640038,NEUTRAL,0,0,0.7486848478031853,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0062,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,257,0.9115773115773116,0.943042537851478,0.03146522627416637,BENEFIT,0,1,0.894680688919372,-0.016896622657939564,NEUTRAL,0,0,0.5260927439807174,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a3_ayy_image0035,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,258,0.9579715178881556,0.9590457804743518,0.0010742625861962507,NEUTRAL,0,0,0.9659018708083303,0.007930352920174744,NEUTRAL,0,0,0.5318278958732855,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testharddataset/unseen/case30/case_m_20181018093806_0u62363101890605_1_006_001-1_a2_ayy_image0059,SUNSEG_case30,case30,Hard-Unseen,DeepLabV3-R50__seed20260819,259,0.9627223948037278,0.675289312457454,-0.28743308234627374,HARM,1,0,0.9622322435174746,-0.000490151286253182,NEUTRAL,0,0,0.7157474871025722,0.300584763193734,1,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case30
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a14_ayy_image0013,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,260,0.8751946505450215,0.9677107623789416,0.09251611183392006,BENEFIT,0,1,0.8546111694065525,-0.020583481138469084,HARM,1,0,0.1377702166222063,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a14_ayy_image0003,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,261,0.9295605233820337,0.955145812635147,0.02558528925311332,BENEFIT,0,1,0.9207620505874385,-0.008798472794595114,NEUTRAL,0,0,0.1747184280387189,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0119,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,262,0.7798304266905631,0.7852760736196319,0.0054456469290687926,NEUTRAL,0,0,0.7793680425914402,-0.00046238409912291445,NEUTRAL,0,0,0.2142084154827498,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a14_ayy_image0020,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,263,0.967531386326551,0.9629282968410496,-0.004603089485501366,NEUTRAL,0,0,0.9772779738152557,0.009746587488704717,NEUTRAL,0,0,0.0994966853331149,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0071,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,264,0.9349992735725701,0.9432455444963153,0.008246270923745191,NEUTRAL,0,0,0.929842810910772,-0.005156462661798034,NEUTRAL,0,0,0.1696587391336202,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0015,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,265,0.8595113291912984,0.5989736070381232,-0.26053772215317517,HARM,1,0,0.9018205046311083,0.04230917543980994,BENEFIT,0,1,0.270031349540166,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0104,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,266,0.933893242131694,0.9735807583379127,0.03968751620621869,BENEFIT,0,1,0.9334895223220097,-0.0004037198096843442,NEUTRAL,0,0,0.1496100095801465,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0097,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,267,0.9432079482840904,0.9731328151402501,0.029924866856159693,BENEFIT,0,1,0.9394098131657063,-0.003798135118384116,NEUTRAL,0,0,0.1578600385216027,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0068,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,268,0.9368264260054324,0.9443165042810747,0.007490078275642298,NEUTRAL,0,0,0.9316993843651992,-0.005127041640233254,NEUTRAL,0,0,0.1511571953844342,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0051,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,269,0.4551971326164875,0.668427701849087,0.21323056923259948,BENEFIT,0,1,0.405085529357374,-0.05011160325911346,HARM,1,0,0.2393373119712616,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0040,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,270,0.9812543554006968,0.9845761015837963,0.003321746183099439,NEUTRAL,0,0,0.9853297349664383,0.004075379565741444,NEUTRAL,0,0,0.1696384556116654,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0101,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,271,0.9322275495658935,0.9700462768195204,0.037818727253626894,BENEFIT,0,1,0.9306228373702422,-0.001604712195651281,NEUTRAL,0,0,0.1414421219972627,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0075,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,272,0.9496815462240481,0.9481129468972758,-0.0015685993267723353,NEUTRAL,0,0,0.9451798956330678,-0.004501650590980288,NEUTRAL,0,0,0.162513951886476,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0044,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,273,0.9837426025440447,0.9846122628428422,0.0008696602987975366,NEUTRAL,0,0,0.9838321526624411,8.95501183963976e-05,NEUTRAL,0,0,0.2223555782163877,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0121,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,274,0.9506481036965915,0.9695607563394733,0.018912652642881778,NEUTRAL,0,0,0.9537764496071721,0.0031283459105806433,NEUTRAL,0,0,0.1475633455630164,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0143,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,275,0.956759664179977,0.957638660592683,0.0008789964127059458,NEUTRAL,0,0,0.9564668474703076,-0.00029281670966940787,NEUTRAL,0,0,0.075827385620368,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a15_ayy_image0103,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,276,0.9320480677790265,0.9723230107163953,0.040274942937368774,BENEFIT,0,1,0.931098696461825,-0.0009493713172015195,NEUTRAL,0,0,0.1459238442654823,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
testeasydataset/unseen/case31/case_m_20181017100226_0u62367101735926_1_001_002-1_a14_ayy_image0021,SUNSEG_case31,case31,Easy-Unseen,DeepLabV3-R50__seed20260819,277,0.9795793758480326,0.9688529088913282,-0.010726466956704317,NEUTRAL,0,0,0.984527027027027,0.004947651178994428,NEUTRAL,0,0,0.1358084484623242,0.300584763193734,0,DeepLabV3-R50,20260819,66aeae338d350db5aa878bcaab2e68bbe98eec8e626e28a1bb02b6708fa358eb,case31
